dimension,feature,correlation
PCoA_Dim1,Psychological Horror,0.4720283287563541
PCoA_Dim1,Eerie Score,0.4664955070255924
PCoA_Dim1,The Unraveling of Trust,0.4654729998523799
PCoA_Dim1,A Sense of Repulsiveness,0.4541943922489431
PCoA_Dim1,Spirit-Stirring,-0.4541089306681247
PCoA_Dim1,Plot Twists!,0.4440155972502461
PCoA_Dim1,Moral Conflict,0.4404776527811785
PCoA_Dim1,A Tidy Ending,-0.4370277081553368
PCoA_Dim1,Tender and heartwarming score,-0.4364137944278111
PCoA_Dim1,Use of Shock Elements,0.4347084223522183
PCoA_Dim1,Reveral of Fortune,0.4286788599916179
PCoA_Dim1,The Struggle for Survival,0.4263940627100882
PCoA_Dim1,Moral Exploration,0.4247713230872151
PCoA_Dim1,A Wholesome Comedy,-0.4237746150571814
PCoA_Dim1,A Romantic Dramedy,-0.4221490325649347
PCoA_Dim1,Act of treachery,0.4131611379764351
PCoA_Dim1,Direction-Driven,0.4112785244200063
PCoA_Dim1,A Buddy Comedy,-0.410011038689847
PCoA_Dim1,A Relentless Chase,0.409523957501392
PCoA_Dim1,A Adventure Comedy,-0.4091176047762013
PCoA_Dim1,A Feeling of Surprise,0.3927614488920501
PCoA_Dim1,Plot-Centric,0.3916656576610831
PCoA_Dim1,Nonsensical Comedy,-0.3808679405660288
PCoA_Dim1,Courtship,-0.3770600951637277
PCoA_Dim1,Visceral Cinematography,0.375208054355594
PCoA_Dim1,Advanced Cinematography and Edit Work,0.3648725481996442
PCoA_Dim1,A quest for retribution,0.3614455356295399
PCoA_Dim1,Stories of Imprisonment,0.3610067845966225
PCoA_Dim1,A Mainstream Feature,-0.3523478224758447
PCoA_Dim1,Budding romance,-0.3521546824879907
PCoA_Dim1,Confronting One's Shadow,0.3495943001975083
PCoA_Dim1,Will-They-Won't-They Relationship,-0.3487658210289753
PCoA_Dim1,"Raw, Unfiltered Dialog",0.3472976131112509
PCoA_Dim1,Societal Decline,0.3451533088631593
PCoA_Dim1,Masterful acting,0.3408345382571727
PCoA_Dim1,Deliberate Visual Authorship,0.3364620004523442
PCoA_Dim1,The Hero Dies in This One,0.3331939696929432
PCoA_Dim1,Talking Animals,-0.3298274844544556
PCoA_Dim1,Risky Gambit,0.3282330425496803
PCoA_Dim1,Criminal Underbelly,0.3237831782939759
PCoA_Dim1,A Comic Fantasy,-0.3231330363177378
PCoA_Dim1,A Focus on the Issues,0.3201952524668329
PCoA_Dim1,Signature directorial style,0.3161219300813062
PCoA_Dim1,A Detective Story,0.315395600681987
PCoA_Dim1,Psychological challenges,0.31440095853276
PCoA_Dim1,A Police Thriller,0.3076601204242977
PCoA_Dim1,A Whodunnit,0.3062743352218565
PCoA_Dim1,A Lead Worth Cheering For,-0.2941216750408192
PCoA_Dim1,Predominant Sound Effects,0.2904892607968581
PCoA_Dim1,A Stock Story,-0.289717762049278
PCoA_Dim1,Heavy Gunplay,0.2886418308157475
PCoA_Dim1,Picture of Idealic Family Life,-0.2877392577533744
PCoA_Dim1,Young Adventurers,-0.277447051417559
PCoA_Dim1,Heavy Impact of the Soundtrack,-0.2754609960315118
PCoA_Dim1,Profound Amazement,-0.269514447849289
PCoA_Dim1,Pursuit of Justice,0.268265720937253
PCoA_Dim1,Repeated Setbacks,0.2585111486557539
PCoA_Dim1,A Romantic Drama,-0.2573863641215199
PCoA_Dim1,Narrative Driven by the Context,0.2486721680862787
PCoA_Dim1,Philosophical or Intellectual Exploration,0.2418515321842676
PCoA_Dim1,The Villian's Story,0.2389415070487103
PCoA_Dim1,Grappling with Mortality,0.2384754769623425
PCoA_Dim1,A Tale of Mourning,0.2361948847425052
PCoA_Dim1,Use of Animated CGI,-0.2326785687051988
PCoA_Dim1,Good-Versus-Evil Conflict,0.228161477266845
PCoA_Dim1,Genius Protagonist,0.2270809328363501
PCoA_Dim1,Coming of Age,-0.2256307518837237
PCoA_Dim1,Moral Temptation,0.2253453608526363
PCoA_Dim1,The Great Chase,0.2227430104875741
PCoA_Dim1,A Heterosexual Relationship,-0.2226152543560336
PCoA_Dim1,Melee Combat,0.2220815141116217
PCoA_Dim1,Childhood Narrative,-0.2189616542528959
PCoA_Dim1,Dystopian,0.210909006727538
PCoA_Dim1,Political narrative,0.2083740094231072
PCoA_Dim1,Use of non-linear flashbacks,0.2039412088691348
PCoA_Dim1,A Law Enforcement Tale,0.2012700598906898
PCoA_Dim1,Avarice,0.1981458916780893
PCoA_Dim1,Predominant Set Design,0.1911721249904512
PCoA_Dim1,Childhood Bonds,-0.1905831720757297
PCoA_Dim1,Unconventional directorial approach,0.1890953733678502
PCoA_Dim1,Visually Beautiful / Immersive,-0.1883325678286306
PCoA_Dim1,Live Performance Arts,-0.1858394226557656
PCoA_Dim1,Transformative Make-up,0.1852983155929178
PCoA_Dim1,Natural splendor,-0.1844566320840002
PCoA_Dim1,Perilous Liaison,0.1837359453393083
PCoA_Dim1,Flawed Protagonist,0.182888306176283
PCoA_Dim1,A Science Thriller,0.1809060944496349
PCoA_Dim1,Putting Others Above Oneself,0.1792096073061965
PCoA_Dim1,Friends Against the Odds,-0.1742972867240095
PCoA_Dim1,A Formidable Challenge,0.1711538746016069
PCoA_Dim1,Real-world satire,-0.1689876811089881
PCoA_Dim1,A fantastical realm,-0.1685204610178969
PCoA_Dim1,Family Struggles,0.1663794908751927
PCoA_Dim1,Losing One's Love,0.1650946097148158
PCoA_Dim1,A Futuristic Thriller,0.1650441239475885
PCoA_Dim1,Focus on Culture,0.1631292100296121
PCoA_Dim1,"Dangerous, Risky Behaviors",0.1620262141958754
PCoA_Dim1,Disadvantaged Social Class,0.161825803574975
PCoA_Dim1,A Dominant Leader,0.1571987887786902
PCoA_Dim1,High-end effects,0.1539016364538105
PCoA_Dim1,Narrative Originality,0.1526350797222082
PCoA_Dim1,Enchanted Creatures and Spells,-0.1507722530200739
PCoA_Dim1,Female Friends and Bonding,-0.1502826252189114
PCoA_Dim1,A Lead with Expertise,0.1493421019782714
PCoA_Dim1,Elegant Dialog and Screenplay,0.1488671316224714
PCoA_Dim1,Intricate Stunts,0.1485508183398453
PCoA_Dim1,About a Family,-0.1475630542168908
PCoA_Dim1,A Sports Setting,-0.1454568851926189
PCoA_Dim1,Dark or Caustic Wit,0.1441749800610872
PCoA_Dim1,Family Restoration,-0.1435629582578632
PCoA_Dim1,Formative hardships,-0.1408700651577542
PCoA_Dim1,Eccentric Acting,0.1381944210232933
PCoA_Dim1,The Fine Arts,-0.1377519880626446
PCoA_Dim1,Dry Humor Dialogue,-0.1370258434110349
PCoA_Dim1,A Tale of Wartime,0.1346050740069591
PCoA_Dim1,an early life drama,-0.1331178223819773
PCoA_Dim1,Coming-of-Age Tale,-0.1329683723176088
PCoA_Dim1,Dialog-Driven,0.1288267738617986
PCoA_Dim1,Relatable Protagonist,-0.1284120673487178
PCoA_Dim1,History-in-the-making,0.1274021998428256
PCoA_Dim1,Innocent protagonist,-0.1238798888897382
PCoA_Dim1,High Medieval Fantasy,-0.123533746514593
PCoA_Dim1,Music-Rich,-0.1221418902366328
PCoA_Dim1,Cloak-and-Dagger ,0.1174997185912932
PCoA_Dim1,An Artist's Story,-0.1160314004889653
PCoA_Dim1,The Entertainment Industry,-0.1151818194855317
PCoA_Dim1,Supernatural Phenomena,0.1072063811324388
PCoA_Dim1,A Spy Thriller,0.1070721697300291
PCoA_Dim1,"Hardship, Loss, and Healing",0.0977859050783665
PCoA_Dim1,Ghosts,0.0960867905052729
PCoA_Dim1,Brave Protagonist,0.0939042084589718
PCoA_Dim1,A Tale of Science,0.0930278836167099
PCoA_Dim1,Family-devoted Protagonist,-0.090292320846138
PCoA_Dim1,Self Discovery,-0.0894668735360354
PCoA_Dim1,Religious themes,0.0867281334295559
PCoA_Dim1,Historical References,0.0860334209400539
PCoA_Dim1,Set in the Future,0.0850083657271452
PCoA_Dim1,Classic Fall-Rise Plot Arc,-0.0821960419138585
PCoA_Dim1,Rivalry,0.0787576870232285
PCoA_Dim1,A Family Drama,-0.0786966595592014
PCoA_Dim1,Changing Life Direction,-0.0786588872966484
PCoA_Dim1,Romantic Triangle,-0.0769263742162711
PCoA_Dim1,The Hero's Journey,-0.0768507842700368
PCoA_Dim1,The Superhero Prevails,-0.0763187787926251
PCoA_Dim1,Going after the MacGuffin,-0.0736999852423885
PCoA_Dim1,Parent-Child Narrative,-0.0712095789809546
PCoA_Dim1,Set in America,-0.0710871895367483
PCoA_Dim1,Rich Visual Cinematography,-0.0709649667447621
PCoA_Dim1,Male Friends and Bonding,-0.0703020792889425
PCoA_Dim1,Female-centric narrative,-0.0681851587076811
PCoA_Dim1,A Friendship Drama,-0.0672669831882149
PCoA_Dim1,Set in Europe,0.0667711395080132
PCoA_Dim1,Energetic Emotional Tone,-0.0644707298447204
PCoA_Dim1,Use of Heavy Technology,0.0638216380100523
PCoA_Dim1,A village story,-0.0637922968426225
PCoA_Dim1,Sophisticated Visual Effects Integration,0.0631435307232093
PCoA_Dim1,Rural Story,0.0624088900104378
PCoA_Dim1,A Tech-Centric Narrative,0.0618174170654306
PCoA_Dim1,Neighborhood story,-0.0598951979729919
PCoA_Dim1,The Post-War Era,0.0580852215140025
PCoA_Dim1,Set in India,-0.0570872790956508
PCoA_Dim1,A Poignant Mood,-0.0543852464255519
PCoA_Dim1,A Father's Arc,-0.0541105756166906
PCoA_Dim1,A Black & White,0.0540870588001766
PCoA_Dim1,The Underdog Wins,-0.0498304323855102
PCoA_Dim1,Relationship Turmoil,0.0483844344340659
PCoA_Dim1,Metropolitan story,0.0465056779102373
PCoA_Dim1,A Group Quest,-0.0464758247104071
PCoA_Dim1,A Late 20th and Early 21st Century Narrative,-0.0440323776593309
PCoA_Dim1,The Aristocrats,-0.0432805842234879
PCoA_Dim1,Threatening Wildlife,-0.0429419224603053
PCoA_Dim1,Music-led Storytelling,0.0406297151048169
PCoA_Dim1,A Black Character-Driven Story,0.0376318111422284
PCoA_Dim1,Set in NYC,-0.0359971149515192
PCoA_Dim1,Affluent Social Class,0.0352376897223418
PCoA_Dim1,Set in Asia,0.0342995497992797
PCoA_Dim1,Biographical narrative of a historical personality,0.0334487802433955
PCoA_Dim1,Story With a Focus on Gender,0.0329625056095574
PCoA_Dim1,A Focus on Feminism,-0.0317441702838023
PCoA_Dim1,Extraterrestrial Life,-0.0299122705911215
PCoA_Dim1,A Life Story,0.0291113074226301
PCoA_Dim1,Brothers or Sisters,-0.028717867237435
PCoA_Dim1,Set is East Asia,0.0270647022069474
PCoA_Dim1,A post-2015 narrative,-0.026080287903255
PCoA_Dim1,Set in the UK,0.026080165299196
PCoA_Dim1,Set in California,-0.0253641119838822
PCoA_Dim1,Set in France,0.0241590270887943
PCoA_Dim1,Set in Japan,0.0225946326072918
PCoA_Dim1,Biopic,0.022415529712031
PCoA_Dim1,Active Narrator Voiceover,0.0211150526887934
PCoA_Dim1,Island Setting,-0.0211099728166467
PCoA_Dim1,Averting the Catastrophe,-0.0209481533656673
PCoA_Dim1,The Pre-Modern Era,-0.0203947581343731
PCoA_Dim1,Fast-paced,0.0198101710487072
PCoA_Dim1,Focus on Asian Culture,0.0186549864568692
PCoA_Dim1,Set in the American South,0.0169201226140111
PCoA_Dim1,Forest Setting,0.0143372408290714
PCoA_Dim1,Intricate Costuming,-0.0128627134598529
PCoA_Dim1,Moral Redemption,-0.0102166493237128
PCoA_Dim1,Mid-20th Century Narrative ,0.0094159054726846
PCoA_Dim1,Character-Driven,0.0091573602011984
PCoA_Dim1,A Sci-Fi Adventure,0.0064293976856828
PCoA_Dim1,An Asian-Driven Story,-0.0040432450968359
PCoA_Dim1,Alternative Reality,0.0039556696441157
PCoA_Dim1,Set in Los Angeles,-0.0035486717425155
PCoA_Dim1,A Mother's Arc,0.002724051730862
PCoA_Dim1,To the Rescue,0.0014973314892181
PCoA_Dim1,Conquering Adversity,-0.0014478447082725
PCoA_Dim10,Set in Europe,0.3136821535604658
PCoA_Dim10,"Raw, Unfiltered Dialog",-0.313603573387324
PCoA_Dim10,A Whodunnit,0.310164002396778
PCoA_Dim10,Courtship,-0.2917347612175746
PCoA_Dim10,A Heterosexual Relationship,-0.2864717387300448
PCoA_Dim10,Explicit Violence and Goriness,-0.2841181900574084
PCoA_Dim10,Budding romance,-0.2800210298320276
PCoA_Dim10,Will-They-Won't-They Relationship,-0.2744281461283301
PCoA_Dim10,Melee Combat,-0.2726171374258943
PCoA_Dim10,A Romantic Dramedy,-0.2693132896037372
PCoA_Dim10,Set in America,-0.268816089753834
PCoA_Dim10,A Romantic Drama,-0.2620817505269819
PCoA_Dim10,A Late 20th and Early 21st Century Narrative,-0.2605223944639402
PCoA_Dim10,Genius Protagonist,0.2590940906280951
PCoA_Dim10,Deceptive Appearances,0.2585022187589381
PCoA_Dim10,Flawed Protagonist,-0.2391837056163656
PCoA_Dim10,A Detective Story,0.2331065486118984
PCoA_Dim10,Plot Twists!,0.2282683597295338
PCoA_Dim10,A quest for retribution,-0.22079386062163
PCoA_Dim10,Young Adventurers,0.2167901155657499
PCoA_Dim10,A Sense of Repulsiveness,-0.2145326096875411
PCoA_Dim10,Going after the MacGuffin,0.2138017303712405
PCoA_Dim10,Reveral of Fortune,0.2105635112769137
PCoA_Dim10,Transformative Make-up,-0.2051300786676191
PCoA_Dim10,Philosophical or Intellectual Exploration,0.2027816501291534
PCoA_Dim10,Heavy Impact of the Soundtrack,-0.1995909319377623
PCoA_Dim10,Set in the UK,0.1993595094446347
PCoA_Dim10,Hostile Gloom,-0.1989083420540748
PCoA_Dim10,A Feeling of Surprise,0.1895482160655191
PCoA_Dim10,A Spy Thriller,0.1841339931927133
PCoA_Dim10,A Lead with Expertise,0.1840226512555519
PCoA_Dim10,Fast-paced,-0.1840195655911974
PCoA_Dim10,Intricate Stunts,-0.1808405650319329
PCoA_Dim10,Cloak-and-Dagger ,0.1788068478997798
PCoA_Dim10,Heavy Gunplay,-0.1757340873267763
PCoA_Dim10,Eccentric Acting,-0.175514552927827
PCoA_Dim10,an early life drama,0.1752932629857939
PCoA_Dim10,High-end effects,-0.1694633704518311
PCoA_Dim10,Childhood Narrative,0.1692772884527091
PCoA_Dim10,All-ages,0.1655289365890746
PCoA_Dim10,Confronting One's Shadow,-0.1652748701226749
PCoA_Dim10,Intellectually Stimulating,0.163808301405249
PCoA_Dim10,Dark or Caustic Wit,-0.1611130646135266
PCoA_Dim10,Built Around Humor,-0.1607672067520498
PCoA_Dim10,Real-world satire,-0.1575666441633656
PCoA_Dim10,History-in-the-making,0.157180715941552
PCoA_Dim10,Romantic Triangle,-0.1568648629875599
PCoA_Dim10,Unexpected Conclusion,0.1562546288324283
PCoA_Dim10,Male Friends and Bonding,-0.1558365458571188
PCoA_Dim10,Historical References,0.1551187068254137
PCoA_Dim10,Biopic,0.1528423483182568
PCoA_Dim10,Biographical narrative of a historical personality,0.1522550194701095
PCoA_Dim10,A Tech-Centric Narrative,0.1511282250427947
PCoA_Dim10,Moral Redemption,-0.1507082197166898
PCoA_Dim10,Relationship Turmoil,-0.1505421928143478
PCoA_Dim10,Set in France,0.1496601579808913
PCoA_Dim10,Supernatural Phenomena,-0.1479998110151911
PCoA_Dim10,Plot-Centric,0.147294287887191
PCoA_Dim10,Set in California,-0.1457500065576555
PCoA_Dim10,Set in Los Angeles,-0.1443094977413579
PCoA_Dim10,Formative hardships,0.1430384240566689
PCoA_Dim10,Political narrative,0.1426624141632683
PCoA_Dim10,Rivalry,-0.1423031423947371
PCoA_Dim10,Psychological Suspense,0.1422703012407585
PCoA_Dim10,Mid-20th Century Narrative ,0.1416382213140661
PCoA_Dim10,Comedic Protagonist,-0.1416126960424123
PCoA_Dim10,Set in NYC,-0.1415522914007446
PCoA_Dim10,Situational Humor,-0.141466689307223
PCoA_Dim10,The Great Chase,0.1378810001286596
PCoA_Dim10,The Hero Dies in This One,-0.1350803652322388
PCoA_Dim10,A Tale of Science,0.1349867018871469
PCoA_Dim10,Use of Shock Elements,0.1335186432873763
PCoA_Dim10,Unconventional directorial approach,-0.1332593878972954
PCoA_Dim10,Losing One's Love,-0.1331620008295766
PCoA_Dim10,Use of Heavy Technology,0.1327467317826899
PCoA_Dim10,A Crime Thriller,0.1326244707798425
PCoA_Dim10,A Black & White,0.1320278001159226
PCoA_Dim10,A Stock Story,-0.1293438667176925
PCoA_Dim10,Profound & Reflective,0.1251882499716909
PCoA_Dim10,Moral Temptation,-0.1250525542841729
PCoA_Dim10,Psychological Crime,0.122949695859628
PCoA_Dim10,The Post-War Era,0.1211255548803258
PCoA_Dim10,Psychologically Unstable Protagonist,-0.1208160261443955
PCoA_Dim10,Dismal and unsettling tone,-0.1207441938393209
PCoA_Dim10,Energetic Emotional Tone,-0.1196858977969172
PCoA_Dim10,Changing Life Direction,-0.1193121764226432
PCoA_Dim10,Use of Animated CGI,0.1174439129544347
PCoA_Dim10,Elegant Dialog and Screenplay,0.1172297736070507
PCoA_Dim10,Heightened Tension,0.1169435158350053
PCoA_Dim10,Self Discovery,-0.1168398542515385
PCoA_Dim10,A Police Thriller,0.116012428094991
PCoA_Dim10,Enchanted Creatures and Spells,-0.1113500404146624
PCoA_Dim10,Disadvantaged Social Class,-0.1111914391692293
PCoA_Dim10,Picture of Idealic Family Life,0.1110954945685619
PCoA_Dim10,Talking Animals,0.110841789223651
PCoA_Dim10,Intricate Costuming,-0.1088460578317548
PCoA_Dim10,Natural splendor,0.107784176828073
PCoA_Dim10,Metropolitan story,-0.1058260389252169
PCoA_Dim10,Psychological Manipulation,0.104542515496331
PCoA_Dim10,Nonsensical Comedy,-0.1036354892741423
PCoA_Dim10,Focus on Asian Culture,-0.1032751167038395
PCoA_Dim10,The Villian's Story,-0.1030750116638458
PCoA_Dim10,Emotionally Withdrawn Protagonist,-0.1004709558167082
PCoA_Dim10,Sad Ending,-0.1004138982687296
PCoA_Dim10,A Friendship Drama,-0.0999061634822899
PCoA_Dim10,Sophisticated Visual Effects Integration,-0.0986513723029652
PCoA_Dim10,Unsettling,-0.0981902379331244
PCoA_Dim10,A Wholesome Comedy,0.0978804264287985
PCoA_Dim10,Predominant Sound Effects,-0.09736961954822
PCoA_Dim10,A Tale of Mourning,-0.096766945979302
PCoA_Dim10,Spirit-Stirring,0.094296987861905
PCoA_Dim10,A Black Character-Driven Story,-0.0932501716015069
PCoA_Dim10,Classic Fall-Rise Plot Arc,-0.0932336469883986
PCoA_Dim10,Visually Beautiful / Immersive,0.0922261289117554
PCoA_Dim10,Melancholy Atmosphere,-0.0915699067556406
PCoA_Dim10,An Asian-Driven Story,-0.0903434577292208
PCoA_Dim10,A Science Thriller,0.0896517830687278
PCoA_Dim10,Good-Versus-Evil Conflict,-0.0889673647722699
PCoA_Dim10,A Formidable Challenge,0.088941057582402
PCoA_Dim10,A Focus on the Issues,0.0878446616562602
PCoA_Dim10,High Medieval Fantasy,-0.086712788847308
PCoA_Dim10,Profound Amazement,0.0856336380117659
PCoA_Dim10,Dry Humor Dialogue,-0.085326207867644
PCoA_Dim10,"Dangerous, Risky Behaviors",-0.0820310371096009
PCoA_Dim10,Rich Visual Cinematography,0.0818730606410501
PCoA_Dim10,Suspenseful atmosphere,0.0810747137674188
PCoA_Dim10,Grappling with Mortality,-0.077153675199606
PCoA_Dim10,"Hardship, Loss, and Healing",-0.0744790366027617
PCoA_Dim10,Pursuit of Justice,0.0740091430390001
PCoA_Dim10,Set is East Asia,-0.0734219950535357
PCoA_Dim10,Violent Crimes,-0.0732758852350421
PCoA_Dim10,Eerie Score,-0.0712461245449366
PCoA_Dim10,Societal Decline,-0.0704535602458644
PCoA_Dim10,Ghosts,-0.070315910594704
PCoA_Dim10,Narrative Driven by the Context,0.0691136862051377
PCoA_Dim10,Female-centric narrative,-0.0659477746454874
PCoA_Dim10,Focus on Culture,-0.0651943729506968
PCoA_Dim10,Family Struggles,-0.0638867391013433
PCoA_Dim10,Criminal Underbelly,-0.0635513627780033
PCoA_Dim10,A Futuristic Thriller,0.063485103703851
PCoA_Dim10,A Mainstream Feature,-0.0632318394218564
PCoA_Dim10,A fantastical realm,-0.0632021477842421
PCoA_Dim10,Neighborhood story,-0.0629525431934311
PCoA_Dim10,The Superhero Prevails,-0.0624218495902011
PCoA_Dim10,Psychological Horror,-0.0620392619527549
PCoA_Dim10,A Sci-Fi Adventure,0.061995135077626
PCoA_Dim10,Set in the American South,-0.0591286655192366
PCoA_Dim10,Perilous Liaison,-0.0589542927570777
PCoA_Dim10,Somber atmosphere,-0.0579361611381658
PCoA_Dim10,Family-devoted Protagonist,-0.0574472172248124
PCoA_Dim10,Putting Others Above Oneself,-0.0571585905990956
PCoA_Dim10,A Family Drama,0.0570964453014258
PCoA_Dim10,Set in Asia,-0.0563367540973016
PCoA_Dim10,A post-2015 narrative,0.0563133487442165
PCoA_Dim10,Alternative Reality,-0.0559211464871574
PCoA_Dim10,Signature directorial style,-0.0555144711368906
PCoA_Dim10,Coming of Age,0.0548493017678642
PCoA_Dim10,The Entertainment Industry,-0.0534241539419606
PCoA_Dim10,The Struggle for Survival,-0.0532770570284414
PCoA_Dim10,A Sports Setting,-0.0522760274781109
PCoA_Dim10,A Father's Arc,-0.0516963460915736
PCoA_Dim10,Use of non-linear flashbacks,0.0507830822072495
PCoA_Dim10,Female Friends and Bonding,-0.0479695344213726
PCoA_Dim10,Averting the Catastrophe,0.0466603197335913
PCoA_Dim10,Avarice,-0.0464220354165221
PCoA_Dim10,Narrative Originality,0.0458466529749702
PCoA_Dim10,Risky Gambit,0.0455049885884225
PCoA_Dim10,Brothers or Sisters,-0.0451088233709939
PCoA_Dim10,Repeated Setbacks,-0.0446160912826793
PCoA_Dim10,Set in Japan,-0.0439946984987109
PCoA_Dim10,Psychological Distress,-0.0437706348593038
PCoA_Dim10,Somber and Eerie Tone,-0.0437013723821727
PCoA_Dim10,About a Family,0.0406455861044089
PCoA_Dim10,Island Setting,0.0395701792207492
PCoA_Dim10,Live Performance Arts,-0.0391200808815483
PCoA_Dim10,Music-Rich,-0.0383443200261866
PCoA_Dim10,Religious themes,-0.038072916538736
PCoA_Dim10,A Law Enforcement Tale,0.0374766535722437
PCoA_Dim10,Relatable Protagonist,-0.0364108473149103
PCoA_Dim10,Positive and Sentimental,0.0349935301782125
PCoA_Dim10,A Dominant Leader,-0.0343487956448068
PCoA_Dim10,The Aristocrats,-0.034003887367802
PCoA_Dim10,Innocent protagonist,-0.0335049951080079
PCoA_Dim10,Dialog-Driven,0.0333582785436923
PCoA_Dim10,Set in the Future,0.0333578764859457
PCoA_Dim10,Heartfelt and Hopeful,0.0332245329865817
PCoA_Dim10,Character-Driven,-0.0327470193077696
PCoA_Dim10,Rural Story,0.0325863628918161
PCoA_Dim10,Story With a Focus on Gender,-0.0324504094764248
PCoA_Dim10,Friends Against the Odds,-0.0319776263064156
PCoA_Dim10,Deliberate Visual Authorship,0.0317382931884998
PCoA_Dim10,To the Rescue,0.0311371699051339
PCoA_Dim10,A Buddy Comedy,-0.0304613356615612
PCoA_Dim10,Psychological challenges,-0.0295019093729224
PCoA_Dim10,A Poignant Mood,-0.0293224775018585
PCoA_Dim10,Dystopian,-0.0284150762512142
PCoA_Dim10,A Group Quest,0.0270457408742664
PCoA_Dim10,Family Restoration,-0.0262093833318049
PCoA_Dim10,Act of treachery,-0.0260875377141226
PCoA_Dim10,Intended Fright Response,-0.0252405576982079
PCoA_Dim10,A Comic Fantasy,-0.0245599116463731
PCoA_Dim10,The Hero's Journey,0.0244464277960143
PCoA_Dim10,Advanced Cinematography and Edit Work,0.0237570398466478
PCoA_Dim10,A Tale of Wartime,0.0218534701024475
PCoA_Dim10,Visceral Cinematography,-0.0213991149986001
PCoA_Dim10,Ominous and Chilling,-0.0212891633062811
PCoA_Dim10,The Pre-Modern Era,-0.0203844525199905
PCoA_Dim10,The Unraveling of Trust,-0.0193403182357664
PCoA_Dim10,A Focus on Mood,-0.0190899010576575
PCoA_Dim10,Affluent Social Class,0.0189545359671967
PCoA_Dim10,Moral Exploration,0.0188207250395008
PCoA_Dim10,Childhood Bonds,0.0181306921908355
PCoA_Dim10,Brave Protagonist,0.0180166675204948
PCoA_Dim10,Feel-Good Narrative,0.0174066375677438
PCoA_Dim10,Music-led Storytelling,-0.0168407124382777
PCoA_Dim10,"Positive, Uplifting Emotional Tone",0.0166327750292998
PCoA_Dim10,A Lead Worth Cheering For,0.0159669716592126
PCoA_Dim10,Predominant Set Design,0.0156996017579758
PCoA_Dim10,Uneasy Characters,-0.0155039108042878
PCoA_Dim10,Joyful Emotional Expression,0.0153166904967099
PCoA_Dim10,Stories of Imprisonment,0.0143329178833788
PCoA_Dim10,Happy Ending,-0.0141999970947701
PCoA_Dim10,A Life Story,0.0129582366574328
PCoA_Dim10,A village story,-0.0122727095002693
PCoA_Dim10,Polished and cohesive script,-0.0114232290615153
PCoA_Dim10,Threatening Wildlife,-0.010931388403121
PCoA_Dim10,Tender and heartwarming score,0.0105047814206299
PCoA_Dim10,A Adventure Comedy,0.0100863175831729
PCoA_Dim10,Direction-Driven,-0.010043616369525
PCoA_Dim10,Forest Setting,-0.0080609671188734
PCoA_Dim10,Parent-Child Narrative,-0.0079782336306266
PCoA_Dim10,Coming-of-Age Tale,0.0073000250471347
PCoA_Dim10,A Relentless Chase,-0.0072682643837766
PCoA_Dim10,The Underdog Wins,-0.0071175459998076
PCoA_Dim10,Positive Emotional Tone,-0.0065462291942375
PCoA_Dim10,The Fine Arts,-0.0065436931763192
